tool_type,title,created,updated,custodian,author,description,subject_area,support_name,sql_query,database_name,uw_profile
Report,Grant and Contract Budget Status Report,12/4/1930,12/6/2019,Dan Schaaf,Dinah Mite Millikin & Phillip Burger,"This report is provided to assist departments in managing Grant and Contract budgets by allowing them to group the results by Principal Investigator (PI), organization, or days until grant close. Results show remaining balances, percent expended, and percent of budget period expended.",Services & Resources,Enterprise Reporting and Analytics,"SELECT BienniumYear, SUM(OpenBalAmt) AS BeginingBalance, SUM(DebitSumAmt) AS debit, SUM(CreditSumAmt) AS credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '1160') GROUP BY BienniumYear ORDER BY BienniumYear",EDWAdminMart,No
Report,Majors and Organization Associations,11/3/2022,11/5/2011,Office of Planning & Budgeting,Alexis Chin,"List of University majors for the time period selected and their associated financial organizations. Majors may be associated with more than one financial organization. The primary organization is indicated as a ""Y"" in the ""Primary Ind"" column. All other associations will be indicated by ""N"". Majors without associations will NOT be displayed.",Healthcare,Planning and Budgeting,"SELECT DISTINCT s1.system_key ,s1.student_name ,'First Name' = SUBSTRING(SUBSTRING(s1.student_name, CHARINDEX(',',s1.student_name) + 1, LEN(s1.student_name)), 1, CHARINDEX(' ',SUBSTRING(s1.student_name, CHARINDEX(',',s1.student_name) + 1, LEN(s1.student_name)))) ,'Middle Name' = SUBSTRING(SUBSTRING(s1.student_name, CHARINDEX(',',s1.student_name) + 1, LEN(s1.student_name)), CHARINDEX(' ',SUBSTRING(s1.student_name, CHARINDEX(',',s1.student_name) + 1, LEN(s1.student_name)))+1,LEN(SUBSTRING(s1.student_name, CHARINDEX(',',s1.student_name) + 1, 1))) ,'Last Name' = SUBSTRING(s1.student_name, 1, CHARINDEX(',',s1.student_name)-1) ,student_no_char = CASE WHEN LEN(CONVERT(CHAR(7),s1. student_no)) = 6 THEN '0' + CONVERT(CHAR(7), s1.student_no) WHEN LEN(CONVERT(CHAR(7), s1.student_no)) = 5 THEN '00' + CONVERT(CHAR(7), s1.student_no) ELSE CONVERT(CHAR(7), s1.student_no) END ,'SAT_CR' = CASE WHEN s1.s1_high_satv > 0 THEN s1.s1_high_satv ELSE NULL END ,'SAT_Math' = CASE WHEN s1.s1_high_satm > 0 THEN s1.s1_high_satm ELSE NULL END ,'ACT Composite' = CASE WHEN s1.s1_high_act > 0 THEN s1.s1_high_act ELSE NULL END ,high_sch_gpa ,a.trans_gpa ,'Cumulative GPA' = CASE WHEN s1.tot_graded_attmp > 0 THEN (s1.tot_grade_points/s1.tot_graded_attmp) ELSE 0 END ,appl_type , a.appl_status , s.appl_stat_descrip ,addr.perm_city ,addr.perm_state ,addr.local_state ,st30hs.high_school_name FROM UWSDBDataStore.sec.student_1 s1 INNER JOIN UWSDBDataStore.sec.sr_adm_appl a ON s1.system_key = a.system_key LEFT join UWSDBDataStore.sec.sys_tbl_72_appl_status s on a.appl_status = s.table_key left join UWSDBDataStore.sec.addresses addr on s1.system_key = addr.system_key LEFT JOIN sec.sys_tbl_30_highschool st30hs ON a.high_sch_code = st30hs.table_key WHERE appl_yr IN (@Year) AND appl_qtr IN (@Quarter) AND appl_branch = @branch AND appl_type = '1' AND high_sch_gpa >= @GPA AND ( CASE WHEN s1.s1_high_act > 0 THEN s1.s1_high_act ELSE NULL END >= @ACT OR CASE WHEN s1.s1_high_satv > 0 THEN s1.s1_high_satv ELSE NULL END >= @SATV OR CASE WHEN s1.s1_high_satm > 0 THEN s1.s1_high_satm ELSE NULL END >= @SATM )",EDWAdminMart,No
Report,Building Summary by OrgCode,12/4/2007,12/5/2027,Todd Mildon,Jeffrey Linn,This report displays a summary of assigned space for the selected facility by OrgCode.,Research Administration,UW Facilities - Business Intelligence & Information Technology,"SELECT FundCode, GLAccountCode, OriginalTransCode, TransDebitAmt, TransCreditAmt, TransRef1Text FROM GLDataMart.sec.TransGLUseTax WHERE BienniumYear = @BienniumYear and TransBatchNbr = @fasno and TransTypeCode = '44' and TransRef1Text = @ref1 ORDER BY FundCode, GLAccountCode",EDWAdminMart,No
Report,Building Summary by Primary Use,12/4/2007,12/5/2027,Todd Mildon,Jeffrey Linn,This report displays a summary of assigned space for the selected facility by primary use.,Research Administration,UW Facilities - Business Intelligence & Information Technology,"SELECT sr_adm_appl.appl_qtr , sr_adm_appl.appl_yr , sr_adm_appl.appl_branch , sr_adm_appl.appl_status_rsn , v.student_no , v.student_name_lowc , v.system_key , sr_adm_appl.appl_status , addr.e_mail_ucs , addr.e_mail_other , AppStatus = CASE WHEN sr_adm_appl.appl_status = 1 THEN 'Application Received -- Not Processed' WHEN sr_adm_appl.appl_status = 2 THEN 'Incomplete' WHEN sr_adm_appl.appl_status = 4 THEN 'File Complete and Sent to Department' WHEN sr_adm_appl.appl_status = 5 THEN 'HOLD- Requested Additional Documenation' WHEN sr_adm_appl.appl_status = 7 THEN 'Applicant Withdrew Application' WHEN sr_adm_appl.appl_status = 8 THEN 'Applicant is Denied Admission' WHEN sr_adm_appl.appl_status = 9 THEN 'Temp Hold- File is Complete and Sent to Evaluators' WHEN sr_adm_appl.appl_status = 10 THEN 'Applicant is Admited to the University' WHEN sr_adm_appl.appl_status = 12 THEN 'Applicant has Registered for Classes' WHEN sr_adm_appl.appl_status = 14 THEN 'Applicant is Admited to the University' WHEN sr_adm_appl.appl_status = 15 THEN 'Applicant is Paid Confirmation Fee' WHEN sr_adm_appl.appl_status = 16 THEN 'Applicant is Paid Confirmation Fee' WHEN sr_adm_appl.appl_status = 17 THEN 'Files Complete - Too Late for an Admissions Decision' WHEN sr_adm_appl.appl_status = 24 THEN 'Applicant Declined Our Offer of Admission' ELSE 'NON UWB App Status' END, (SELECT COUNT(*) AS Expr1 FROM sec.sr_adm_appl AS app_sea WHERE (sr_adm_appl.appl_yr = appl_yr) AND (sr_adm_appl.appl_qtr = appl_qtr) AND (sr_adm_appl.system_key = system_key) AND (appl_branch = 0)) AS seattle_appl_count, CASE WHEN (SELECT COUNT(*) FROM sec.sr_adm_appl app_sea WHERE sr_adm_appl.appl_yr = app_sea.appl_yr AND sr_adm_appl.appl_qtr = app_sea.appl_qtr AND sr_adm_appl.system_key = app_sea.system_key AND app_sea.appl_branch = 0) = 0 THEN 'No' ELSE 'Yes' END AS Seattle_app, CASE WHEN (SELECT COUNT(*) FROM sec.sr_adm_appl app_sea WHERE sr_adm_appl.appl_yr = app_sea.appl_yr AND sr_adm_appl.appl_qtr = app_sea.appl_qtr AND sr_adm_appl.system_key = app_sea.system_key AND app_sea.appl_branch = 2) = 0 THEN 'No' ELSE 'Yes' END AS Tacoma_app, CASE WHEN (select appl_branch from sec.sr_adm_appl b where sr_adm_appl.appl_yr =b.appl_yr and sr_adm_appl.appl_qtr = b.appl_qtr and sr_adm_appl.system_key = b.system_key and b.appl_status = 16) = 0 THEN 'Seattle' WHEN (select appl_branch from sec.sr_adm_appl c where sr_adm_appl.appl_yr = c.appl_yr and sr_adm_appl.appl_qtr = c.appl_qtr and sr_adm_appl.system_key = c.system_key and c.appl_status = 16) = 1 THEN 'Bothell' WHEN (select appl_branch from sec.sr_adm_appl d where sr_adm_appl.appl_yr = d.appl_yr and sr_adm_appl.appl_qtr = d.appl_qtr and sr_adm_appl.system_key = d.system_key and d.appl_status = 16) = 2 THEN 'Tacoma' ELSE 'None' END AS Confirmed FROM sec.student_1 v INNER JOIN sec.sr_adm_appl ON v.system_key = sr_adm_appl.system_key INNER JOIN sec.addresses addr ON addr.system_key= v.system_key WHERE (sr_adm_appl.appl_branch = 1) AND (sr_adm_appl.appl_yr = @year) AND (sr_adm_appl.appl_qtr = @Quarter) AND (sr_adm_appl.appl_status_rsn = 91) AND sr_adm_appl.appl_type = '1'",EDWAdminMart,No
Report,College Space Data by OrgCode,12/4/2007,12/5/2027,Todd Mildon,Jeffrey Linn,This report displays a summary of assigned space for each OrgCode and facility that an Org Dean-level unit has assigned space in.,Research Administration,UW Facilities - Business Intelligence & Information Technology,"SELECT v.system_key, a.appl_yr, a.appl_qtr, v.student_name, -- addr.local_line_1, -- addr.local_line_2, -- addr.local_city, -- addr.local_state, -- addr.local_zip_5, -- addr.local_zip_4, addr.local_phone_num, addr.perm_phone_num, addr.e_mail_ucs, addr.e_mail_other, v.s1_gender, ar.req_major_abbr, mc.major_full_nm, a.appl_type, Appl_level = case when a.appl_type = '1' then 'FR' when a.appl_type = '2' OR a.appl_type = '4' then 'UG (2yr/4yr)' when a.appl_type = '6' OR a.appl_type = 'R' then 'UG (Returning)' when a.appl_type = '5' then '5YR' when a.appl_type = 'N'OR a.appl_type = 'P' then 'NM' when a.appl_type = '7' then 'GR (Returning)' when a.appl_type = 'G' then 'GR (Gradute)' when a.appl_type = 'E' then 'GNM' when a.appl_type = 'P' then 'PRO' else 'No Appl Type' end, a.appl_status, s.appl_stat_descrip, v.s1_visa_type, v.resident, addr.perm_country, addr.parent_country, ReasonCode= CASE WHEN a.appl_status_rsn= 0 THEN 'Direct' WHEN a.appl_status_rsn= 90 THEN 'Conditional - ELP' WHEN a.appl_status_rsn= 91 THEN 'Conditional - ATP' WHEN a.appl_status_rsn= 92 THEN 'Conditional - English Proficiency in Progress' WHEN a.appl_status_rsn= 93 THEN 'B BUS - Bellevue' WHEN a.appl_status_rsn= 99 THEN 'Director Approval' ELSE '-' END, a.appl_status_rsn, v.student_no FROM sec.student_1 v inner join sec.sr_adm_appl a on v.system_key = a.system_key inner join sec.sr_adm_appl_req_col_major ar on a.appl_yr = ar.appl_yr and a.appl_qtr = ar.appl_qtr and a.appl_no = ar.appl_no and a.system_key = ar.system_key inner join sec.sr_major_code mc on ar.req_major_abbr = mc.major_abbr inner join sec.sys_tbl_72_appl_status s on a.appl_status = s.table_key left join sec.addresses addr on v.system_key = addr.system_key WHERE a.appl_branch = 1 and mc.major_pathway = 0 and v.resident in (5,6) and v.s1_visa_type is not null and v.s1_visa_type <> '' AND (a.appl_yr = @year) AND (a.appl_qtr = @Quarter)",EDWAdminMart,No
Report,College Space Data by Facility,12/4/2007,12/5/2027,Todd Mildon,Jeffrey Linn,This report displays a summary of assigned space for each OrgCode and facility that an Org Dean-level unit has assigned space in.,Research Administration,UW Facilities - Business Intelligence & Information Technology,"SELECT a.appl_qtr ,a.appl_yr ,a.appl_branch ,a.appl_status ,v.student_name_lowc ,st72.appl_stat_descrip ,a.system_key ,v.student_no FROM sec.student_1 v INNER JOIN sec.APPLHISTapplication a ON v.system_key = a.system_key INNER JOIN sec.sys_tbl_72_appl_status st72 ON a.appl_status = st72.table_key WHERE (a.appl_yr = DATEPART(yyyy, GETDATE()) - 1) AND a.appl_qtr = @Curr_Quarter AND (a.appl_type NOT IN ('E','G','N' )) AND (a.appl_branch = 1) --AND a.appl_status IN(2,8,17,4,5,7,9) -- Question: What statuses are considered No decision?? AND a.appl_status IN(2,4,5,7,8,9,17,10,13,14,15,16,24)",EDWAdminMart,No
Report,Facility Information,12/4/2007,12/5/2027,Todd Mildon,Jeffrey Linn,This report displays facility-level data.,Research Administration,UW Facilities - Business Intelligence & Information Technology,"SELECT a.appl_qtr ,a.appl_yr ,a.appl_branch ,a.appl_status ,v.student_name_lowc ,st72.appl_stat_descrip ,a.system_key ,v.student_no FROM sec.student_1 v INNER JOIN sec.APPLHISTapplication a ON v.system_key = a.system_key INNER JOIN sec.sys_tbl_72_appl_status st72 ON a.appl_status = st72.table_key WHERE (a.appl_yr = DATEPART(yyyy, GETDATE()) - 1) AND a.appl_qtr = @Curr_Quarter AND (a.appl_type NOT IN ('E','G','N' )) AND (a.appl_branch = 1) --AND a.appl_status IN(2,8,17,4,5,7,9) -- Question: What statuses are considered No decision?? AND a.appl_status IN(2,4,5,7,8,9,17,10,13,14,15,16,24)",EDWAdminMart,No
Report,Facility Room Detail,12/4/2007,12/5/2027,Todd Mildon,Jeffrey Linn,This report displays a list of rooms for the selected facility by primary use.,Research Administration,UW Facilities - Business Intelligence & Information Technology,"select budgetnbr, budgetname, accountcode, accountname, trancodedesc, tranamount, trandesc, tranadditionaldesc, tranreference2 from ODS.sec.BudgetActivityDetail where bienniumyear = @BienniumYear and fasrunnbr =@fasno and trancode = '35' and tranreference2 = @ref2 order by budgetnbr, budgetname,accountcode",EDWAdminMart,No
Report,Space Data by Department,12/4/2007,12/5/2027,Todd Mildon,Jeffrey Linn,"This report displays a list of rooms assigned to a specified organization, grouped by building.",Research Administration,UW Facilities - Business Intelligence & Information Technology,"SELECT a.appl_qtr ,a.appl_yr ,a.appl_branch ,a.appl_status ,v.student_name_lowc ,st72.appl_stat_descrip ,a.system_key ,v.student_no FROM sec.student_1 v INNER JOIN sec.APPLHISTapplication a ON v.system_key = a.system_key INNER JOIN sec.sys_tbl_72_appl_status st72 ON a.appl_status = st72.table_key WHERE (a.appl_yr = DATEPART(yyyy, GETDATE()) - 1) AND a.appl_qtr = @Curr_Quarter AND (a.appl_type NOT IN ('E','G','N' )) AND (a.appl_branch = 1) --AND a.appl_status IN(2,8,17,4,5,7,9) -- Question: What statuses are considered No decision?? AND a.appl_status IN(2,4,5,7,8,9,17,10,13,14,15,16,24)",EDWAdminMart,No
Report,Grant and Gift Budgets Unassigned to Space,12/4/2007,12/5/2027,Todd Mildon,Jeffrey Linn,"This report displays a list of budget numbers that are not associated with a room in the GeoSIMS application. Budget type classes 0552 and 0557 are excluded by default because departments are not required to assign space for budgets in these type classes. The list is by home department OrgCode. For a home department with budget activity, the aim is to identify the space that the activity occurs in and then update the room profile in GeoSIMS with the budget number. The list of budgets on this r",Research Administration,UW Facilities - Business Intelligence & Information Technology,"SELECT DISTINCT v.student_name, v.student_no, v.admitted_for_yr, admit_qtr = case when v.admitted_for_qtr = 1 then 'Winter' when v.admitted_for_qtr = 2 then 'Spring' when v.admitted_for_qtr = 3 then 'Summer' when v.admitted_for_qtr = 4 then 'Autumn' end, v.class, v.tot_lowd_transfer, v.tot_upd_transfer, r.regis_yr, regis_qtr = case when r.regis_qtr = 1 then 'Winter' when r.regis_qtr = 2 then 'Spring' when r.regis_qtr = 3 then 'Summer' when r.regis_qtr = 4 then 'Autumn' end, r.current_credits, total_credits = ((v.tot_graded_attmp + tot_nongrd_earn) - tot_deductible), addr.local_phone_num, addr.e_mail_ucs, addr.e_mail_other, addr.local_line_1, addr.local_city, addr.local_zip_5, addr.perm_line_1, addr.perm_city, addr.perm_zip_5, rcm.regis_major_abbr FROM sec.student_1 v INNER JOIN sec.registration r on v.system_key = r.system_key INNER JOIN sec.registration_regis_col_major rcm ON r.system_key = rcm.system_key AND r.regis_yr = rcm.regis_yr AND r.regis_qtr = rcm.regis_qtr INNER JOIN sec.addresses addr ON v.system_key = addr.system_key INNER JOIN sec.sr_adm_appl a ON v.system_key = a.system_key INNER JOIN sec.sr_adm_appl_mail_codes mc ON a.system_key = mc.system_key AND a.appl_no = mc.appl_no AND a.appl_qtr = mc.appl_qtr AND a.appl_yr = mc.appl_yr AND ( a.appl_status_rsn=91 OR mc.mail_code = 'BCT') WHERE r.enroll_status = 12 AND rcm.regis_branch = 1 AND rcm.regis_major_abbr in ( 'B PRE','B XPRE','B NM') AND r.regis_yr = @Year AND r.regis_qtr = @Quarter ORDER BY admitted_for_yr,student_name, r.regis_yr, regis_qtr",EDWAdminMart,No
Report,Indirect Cost Recovery Estimator,12/6/2020,12/8/2009, Dan Schaaf,Dinah Mite Millikn & Phillip Burger,"This report is useful for estimating total Indirect Cost (IDC) and projected Indirect Cost Recovery (ICR) amounts for the 12-month period starting in April of one year and ending with March of the following year. This time span aligns with the activity-based budgeting (ABB) timespan used for reporting ICR. The projected, indirect cost is a straight-line calculation. It multiplies the average, monthly amount of indirect cost from sponsored research for the selected OrgCode through the latest, com",Services & Resources,Enterprise Reporting and Analytics,"SELECT p.IdNbr, dc.PaycycleEndDate, dc.GTNNbr, dc.Amount, dc.SourceDesc FROM HumanResources_HEPPS.sec.DeductAndContributions dc INNER JOIN HumanResources_HEPPS.sec.Person p ON p.PersonKey = dc.PersonKey AND p.RecordEffBeginDate <= dc.PaycycleEndDate AND p.recordEffEndDate >= dc.PaycycleEndDate WHERE dc.GTNNbr = @GTN AND p.IdNbr = @EID ORDER BY dc.GTNNbr, dc.PaycycleEndDate",EDWAdminMart,No
Report,How Many Students By Campus,12/10/2015,12/12/2004,University Registrar and Chief Officer of Enrollment Information Services,"Gordon Moll, Ann Wunderlin","Displays a graph of the unduplicated headcount by campus as of Census Day for a specified quarter for the past ten years. Useful for trend analysis. Excluded from these counts are foreign study students, on leave students, and students who register for the first time after Census Day. Useful for trend analysis. Required parameters are quarter and campus.",Financial Resources,Enrollment Information Services,"/* DECLARE @startdate datetime, @enddate datetime, @oac varchar(4), @tctype varchar (2) SET @startdate = '06-01-2008' SET @enddate = '06-24-2008' SET@oac='DE' SET @tctype='30' */ DECLARE @fiscalyear char(4), @sfy char(4), @efy char(4), @cfy char(4), @sby char(4), @eby char(4), @cby char(4), @sam varchar(2), @eam varchar(2) SET @sfy = CASE WHEN DATEPART(MONTH,@startdate) BETWEEN 7 and 12 THEN DATEPART(YEAR,@startdate) +1 ELSE DATEPART(YEAR,@startdate) END SET @efy = CASE WHEN DATEPART(MONTH,@enddate) BETWEEN 7 and 12 THEN DATEPART(YEAR,@enddate) +1 ELSE DATEPART(YEAR,@enddate) END SET @cfy = CASE WHEN DATEPART(MONTH,GETDATE()) BETWEEN 7 and 12 THEN DATEPART(YEAR,GETDATE()) +1 ELSE DATEPART(YEAR,GETDATE()) END SET @sby = @sfy-(@sfy %2)-1 SET @eby = @efy-(@efy %2)-1 SET @cby = @cfy-(@cfy %2)-1 SET @sam = CASE WHEN DATEPART(Day, @startdate)>'7' THEN (CASE WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@startdate) + 6 WHEN @sfy % 2 = 1 and DATEPART(MONTH,@startdate) BETWEEN 7 AND 12 THEN DATEPART(MONTH,@startdate) + 6 WHEN @sfy % 2 = 1 and DATEPART(MONTH,@startdate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@startdate) + 18 WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) BETWEEN 9 AND 12 THEN DATEPART(MONTH,@startdate) - 6 WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) = '7' THEN '25' ELSE '26' END) ELSE (CASE WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) BETWEEN 9 AND 12 THEN DATEPART(MONTH,@startdate) - 7 WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@startdate) + 5 WHEN @sfy % 2 = 1 and DATEPART(MONTH,@startdate) BETWEEN 7 AND 12 THEN DATEPART(MONTH,@startdate) + 5 WHEN @sfy % 2 = 1 and DATEPART(MONTH,@startdate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@startdate) + 17 WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) = '7' THEN '24' ELSE '25' END) END IF @sam = '24' AND DATEPART(DAY,@startdate) <8 OR @sam IN ('25','26') BEGIN SET @sby = @sby-2 END SET @eam = CASE WHEN @efy % 2 = 0 and DATEPART(MONTH,@enddate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@enddate) + 6 WHEN @efy % 2 = 1 and DATEPART(MONTH,@enddate) BETWEEN 7 AND 12 THEN DATEPART(MONTH,@enddate) + 6 WHEN @efy % 2 = 1 and DATEPART(MONTH,@enddate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@enddate)+ 18 WHEN @efy % 2 = 0 and DATEPART(MONTH,@enddate) BETWEEN 7 AND 12 THEN DATEPART(MONTH,@enddate) - 6 ELSE DATEPART(MONTH,@enddate) - 6 END; IF LEN(RTRIM(@sam))=1 BEGIN SET @sam = '0' + @sam END IF LEN(RTRIM(@eam))=1 BEGIN SET @eam = '0' + @eam END IF @sby = @cby AND NOT (DATEPART(MONTH,@startdate) IN ('7','8') AND @sfy % 2 = 0) BEGIN SELECT TDPrimaryKey, TranCode, TranPostingDate, AcctgMonth, '' AS 'ProcessTimeStamp', OriginatingAreaCode, BudgetNbr AS 'Req_BudgetNumber', FundCode AS 'Req_FND', AppropriationCode AS 'Req_App','' AS 'Req_SL',AccountCode AS 'Req_EXP_CDE', PCATaskCodeOrig AS 'Task', PCAOptionCodeOrig AS 'Option', PCAProjectCodeOrig AS 'Project', DocumentNbr, EncumbranceLiqCode AS 'LiquidationCd', CommodityCode AS 'CommodityCd', TranQuantity AS 'Quantity', PositionNbr AS 'PositionNumber', JobClassCode AS 'OccupationCode', ServicePeriod AS 'Service', TranFTE AS 'FTE',TranAmount,TranDate1 AS 'DocumentDate', TranDesc AS 'Name', CashFlag, CheckFlag,MoneyOrderFlag, BankCode, TranReference1 AS 'ReferenceNumber', TranReference3 AS 'InvoiceNumber', EncNbr AS 'RequisitionNumber', PriorPeriodInd AS 'PriorYearInd', OriginatingSystemCode+OriginatingAreaCode AS 'ORGSYS', CTIBudgetNbr AS 'Serv_Budget', '' AS 'Serv_SL', CTIAccountCode, CTIAccountCode AS 'Serv_EXP_CDE', '' AS 'CRTask', '' AS 'CROption', '' AS 'CRProject', BienniumYear, FASRunNbr FROM sec.BudgetActivityDetailCurrentBiennium BAD WHERE BAD.BienniumYear + BAD.AcctgMonth BETWEEN @sby + @sam AND @eby + @eam AND TranCode = '35' AND @oac = CASE WHEN TranCode = '60' OR TranCode = '65' THEN LEFT(DocumentNbr,2) ELSE OriginatingAreaCode END AND TranPostingDate BETWEEN @startdate AND @enddate AND DataSource != 'XE1' ORDER BY TranPostingDate, BudgetNbr END ELSE SELECT TDPrimaryKey, TranCode, TranPostingDate, AcctgMonth, '' AS 'ProcessTimeStamp', OriginatingAreaCode, BudgetNbr AS 'Req_BudgetNumber', FundCode AS 'Req_FND', AppropriationCode AS 'Req_App','' AS 'Req_SL',AccountCode AS 'Req_EXP_CDE', PCATaskCodeOrig AS 'Task', PCAOptionCodeOrig AS 'Option', PCAProjectCodeOrig AS 'Project', DocumentNbr,EncumbranceLiqCode AS 'LiquidationCd', CommodityCode AS 'CommodityCd', TranQuantity AS 'Quantity', PositionNbr AS 'PositionNumber', JobClassCode AS 'OccupationCode', ServicePeriod AS 'Service', TranFTE AS 'FTE',TranAmount,TranDate1 AS 'DocumentDate', TranDesc AS 'Name', CashFlag, CheckFlag,MoneyOrderFlag, BankCode, TranReference1 AS 'ReferenceNumber', TranReference3 AS 'InvoiceNumber', EncNbr AS 'RequisitionNumber', PriorPeriodInd AS 'PriorYearInd', OriginatingSystemCode+OriginatingAreaCode AS 'ORGSYS', CTIBudgetNbr AS 'Se",EDWAdminMart,No
Report,Gift Balance Detail by Budget List,3/1/13,4/20/13,Dan Schaaf,Phillip Burger & Dinah Mite Millikin,"This report displays gift budget activity for selected spending restrictions and budget prefixes for a single budget or for a list of budgets via a MyFinancialDesktop Static Budget List. Please note that the endowment fund purpose shown for endowment funded operating budgets is a summary; the endowment’s governing documents should be consulted to determine appropriate expenditures. Gift budgets listed as not in Advance may be sub-budgets, internal accounts, or start-up funds that do not receive",Services & Resources,Enterprise Reporting and Analytics,"SELECT FundCode, TransDate, TransDebitAmt, TransCreditAmt, TransRef1Text , TransRef2Text FROM GLDataMart.sec.TransGLUseTax WHERE GLAccountCode = '4801' and BienniumYear = @BienYear and TransBatchNbr = @FASNo and TransTypeCode=@TransCode ORDER BY FundCode, TransDate",EDWAdminMart,No
Report,Internal and External Sales Summary Report,1/1/13,2/20/13,"Executive Director, Management Accounting and Analysis",Phillip Burger & Dinah Mite Millikin,"The intent of this report is to provide campus the ability to determine internal sales (CTI/ISD/JV) that affect account codes 9620, 9650, 21* (exclusive of 21-7* shared leave) and external revenue that affect account codes 9420, 9423, 9430, 9433, 9450, and 9499. Through this determination, departments can use this information to review budgets for proper classification (e.g. recharge center, cost center, departmental revenue and auxiliary enterprises) and the proper use of CTI, ISD, and JV trans",Services & Resources,Enterprise Reporting and Analytics,"SELECT a.appl_qtr ,a.appl_yr ,a.appl_branch ,a.appl_status ,v.student_name_lowc ,st72.appl_stat_descrip ,a.system_key ,v.student_no FROM sec.student_1 v INNER JOIN sec.APPLHISTapplication a ON v.system_key = a.system_key INNER JOIN sec.sys_tbl_72_appl_status st72 ON a.appl_status = st72.table_key WHERE (a.appl_yr = DATEPART(yyyy, GETDATE()) - 1) AND a.appl_qtr = @Curr_Quarter AND (a.appl_type NOT IN ('E','G','N' )) AND (a.appl_branch = 1) --AND a.appl_status IN(2,8,17,4,5,7,9) -- Question: What statuses are considered No decision?? AND a.appl_status IN(2,4,5,7,8,9,17,10,13,14,15,16,24)",EDWAdminMart,No
Report,Check Register,10/8/2016,10/10/2005,"Director, Student Fiscal Services",Paige Hamlin,"Displays detailed information by student and check number for ACH direct deposit, paper check printing and cancellations within selected date range. Used for tracking/identification of daily check/ACH transactions. (Similar to: SDB Report SA70105-R-01)",Financial Resources,Student Accounts Office,"SELECT Coalesce(f4.Name,f3.Name,f2.Name,f1.Name) as FolderRoot, CASE WHEN f4.Name Is Not Null THEN f3.Name WHEN f3.Name Is Not Null THEN f2.Name WHEN f2.Name Is Not Null THEN f1.Name WHEN f1.Name Is Not Null THEN Null END as Folder2, CASE WHEN f4.Name Is Not Null THEN f2.Name WHEN f3.Name Is Not Null THEN f1.Name WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder3, CASE WHEN f4.Name Is Not Null THEN f1.Name WHEN f3.Name Is Not Null THEN Null WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder4, IsNull(r.Name,'(unknown)') as ReportName, r.Type as ReportType, r.Description as ReportDesc, r.Hidden as IsHidden, CASE WHEN r.LinkSourceId Is Null THEN 0 ELSE 1 END as IsLinked, uc.UserName as CreatedBy, r.CreationDate, um.UserName as ModifiedBy, r.ModifiedDate, (SELECT Max(l.TimeStart) FROM ExecutionLog l WHERE l.ReportId = r.ItemId) as LastRunDate FROM Catalog as r LEFT JOIN Catalog f1 On f1.ItemId = r.ParentId And f1.name>'' LEFT JOIN Catalog f2 On f2.ItemId = f1.ParentId And f2.name>'' LEFT JOIN Catalog f3 On f3.ItemId = f2.ParentId And f3.name>'' LEFT JOIN Catalog f4 On f4.ItemId = f3.ParentId And f4.name>'' LEFT JOIN Users uc On uc.UserId = r.CreatedByID LEFT JOIN Users um On um.UserId = r.ModifiedByID WHERE r.Type In (2,4) -- rpt, linked rpt ORDER BY FolderRoot, Folder2, Folder3, Folder4, r.Type, r.Hidden, ReportName",EDWAdminMart,No
